Deck,Category,Name,Quantity,Cost
Eggchantress,Site,Lone Tower,1,
Eggchantress,Site,Ruins,3,
Eggchantress,Site,Lighthouse,3,
Eggchantress,Site,Oasis,3,
Eggchantress,Site,Floodplain,3,
Eggchantress,Site,River of Flame,1,
Eggchantress,Site,Mirror Realm,1,
Eggchantress,Magic,Twist of Fate,1,
Eggchantress,Magic,Plague of Frogs,1,1
Eggchantress,Magic,Blink,2,2
Eggchantress,Magic,Firebolts,2,2
Eggchantress,Magic,Infiltrate,2,4
Eggchantress,Magic,Chaos Twister,2,4
Eggchantress,Magic,Major Explosion,2,7
Eggchantress,Aura,Wildfire,3,4
Eggchantress,Aura,Thunderstorm,3,4
Eggchantress,Aura,Atlantean Fate,1,5
Eggchantress,Aura,Abundance,2,5
Eggchantress,Sideboard,Pillar of Zeiros,1,
Eggchantress,Sideboard,Silence,2,3
Eggchantress,Sideboard,Angels Egg,2,3
Eggchantress,Sideboard,Boil,1,3
Eggchantress,Sideboard,Rolling Boulder,1,4
Eggchantress,Sideboard,Drought,2,4
Eggchantress,Sideboard,Poison Nova,1,5
ToC Deck 2,Avatar,Enchantress,1,
ToC Deck 2,Artifact,Philosophers Stone,1,1
ToC Deck 2,Artifact,Aquamarine Core,1,1
ToC Deck 2,Artifact,Rolling Boulder,2,4
ToC Deck 2,Minion,Porcupine Pufferfish,2,1
ToC Deck 2,Minion,Lord of Unland,1,4
ToC Deck 2,Minion,Selfsame Simulacrum,2,4
ToC Deck 2,Minion,Pirate Ship,4,4
ToC Deck 2,Minion,Anui Undine,3,5
ToC Deck 2,Minion,Unland Angler,2,5
ToC Deck 2,Site,Crossroads,1,
ToC Deck 2,Site,Floodplain,3,
ToC Deck 2,Site,Lighthouse,3,
ToC Deck 2,Site,Island Leviathan,2,
ToC Deck 2,Site,Maelstrom,1,
ToC Deck 2,Site,Mirror Realm,1,
ToC Deck 2,Site,Oasis,3,
ToC Deck 2,Site,Pristine Paradise,1,
ToC Deck 2,Site,The Colour Out of Space,1,
ToC Deck 2,Site,Undertow,3,
ToC Deck 2,Site,Tadpole Pool,1,
ToC Deck 2,Magic,Riptide,4,2
ToC Deck 2,Magic,Critical Strike,1,2
ToC Deck 2,Magic,Geyser,2,2
ToC Deck 2,Magic,Grapple Shot,2,3
ToC Deck 2,Magic,Drown,2,3
ToC Deck 2,Magic,Stormy Seas,2,4
ToC Deck 2,Magic,Unlikely Alliance,2,4
ToC Deck 2,Aura,Wall of Fire,2,2
ToC Deck 2,Aura,Flood,3,4
ToC Deck 2,Aura,Wildfire,3,4
ToC Deck 2,Aura,Atlantean Fate,1,5
ToC Deck 2,Sideboard,Disenchant,2,2
ToC Deck 2,Sideboard,Windblast,3,2
ToC Deck 2,Sideboard,Boil,2,3
ToC Deck 2,Sideboard,Poison Nova,2,5
ToC Deck 2,Sideboard,Diluvian Kraken,1,8
Playing Frogger With My Life,Avatar,Battlemage,1,
Playing Frogger With My Life,Artifact,Crown of the Victor,1,3
Playing Frogger With My Life,Artifact,Screaming Skull,2,3
Playing Frogger With My Life,Artifact,Flaming Sword,2,4
Playing Frogger With My Life,Minion,Polar Explorers,2,2
Playing Frogger With My Life,Minion,Spectral Stalker,4,2
Playing Frogger With My Life,Minion,Phase Assassin,3,3
Playing Frogger With My Life,Minion,Gyre Hippogriffs,3,4
Playing Frogger With My Life,Minion,Ruler of Thul,1,4
Playing Frogger With My Life,Site,Lighthouse,3,
Playing Frogger With My Life,Site,Gothic Tower,2,
Playing Frogger With My Life,Site,Dark Tower,3,
Playing Frogger With My Life,Site,Lone Tower,2,
Playing Frogger With My Life,Site,Observatory,2,
Playing Frogger With My Life,Site,Winter River,4,
Playing Frogger With My Life,Site,Cloud City,1,
Playing Frogger With My Life,Site,Floodplain,3,
Playing Frogger With My Life,Magic,Shrink,2,1
Playing Frogger With My Life,Magic,Browse,1,1
Playing Frogger With My Life,Magic,Pollimorph,2,2
Playing Frogger With My Life,Magic,Blink,4,2
Playing Frogger With My Life,Magic,Lightning Bolt,4,2
Playing Frogger With My Life,Magic,Grapple Shot,4,3
Playing Frogger With My Life,Magic,Ice Lance,2,3
Playing Frogger With My Life,Magic,Chaos Twister,2,4
Playing Frogger With My Life,Magic,Whirling Blades,1,5
Playing Frogger With My Life,Sideboard,Sinkhole,2,
Playing Frogger With My Life,Sideboard,Shrink,1,1
Playing Frogger With My Life,Sideboard,Rain of Arrows,2,2
Playing Frogger With My Life,Sideboard,Teleport,2,2
Playing Frogger With My Life,Sideboard,Grim Reaper,1,2
Playing Frogger With My Life,Sideboard,Chain Lightning,2,
Its getting steamy,Avatar,Enchantress,1,
Its getting steamy,Artifact,Torshammar Trinket,1,1
Its getting steamy,Artifact,Philosophers Stone,1,1
Its getting steamy,Artifact,Ruby Core,1,1
Its getting steamy,Artifact,Chains of Prometheus,1,4
Its getting steamy,Artifact,Land Deed,1,4
Its getting steamy,Artifact,Mask of Mayhem,1,4
Its getting steamy,Site,Floodplain,3,
Its getting steamy,Site,River of Flame,1,
Its getting steamy,Site,Spring River,1,
Its getting steamy,Site,Smokestacks of Gnaak,1,
Its getting steamy,Site,Tadpole Pool,1,
Its getting steamy,Site,Undertow,3,
Its getting steamy,Site,Summer River,1,
Its getting steamy,Site,Vesuvius,1,
Its getting steamy,Site,Oasis,3,
Its getting steamy,Site,Mirror Realm,1,
Its getting steamy,Site,Primordial Spring,1,
Its getting steamy,Site,Maelstrom,1,
Its getting steamy,Site,Autumn River,1,
Its getting steamy,Site,Arid Desert,1,
Its getting steamy,Magic,Critical Strike,2,2
Its getting steamy,Magic,Riptide,2,2
Its getting steamy,Magic,Pollimorph,2,2
Its getting steamy,Magic,Geyser,1,2
Its getting steamy,Magic,Disintegrate,2,3
Its getting steamy,Magic,Spin Attack,2,3
Its getting steamy,Magic,Boil,1,3
Its getting steamy,Magic,Ice Lance,1,3
Its getting steamy,Magic,Font of Life,1,3
Its getting steamy,Magic,Stormy Seas,1,4
Its getting steamy,Magic,Infiltrate,1,4
Its getting steamy,Aura,Wall of Fire,3,2
Its getting steamy,Aura,Jihad,1,2
Its getting steamy,Aura,Mariners Curse,2,3
Its getting steamy,Aura,Silence,2,3
Its getting steamy,Aura,Drought,3,4
Its getting steamy,Aura,Flood,3,4
Its getting steamy,Aura,Wildfire,3,4
Its getting steamy,Aura,Atlantean Fate,1,5
Its getting steamy,Sideboard,Kythera Mechanism,1,1
Its getting steamy,Sideboard,Plague of Frogs,1,1
Its getting steamy,Sideboard,Firebolts,1,2
Its getting steamy,Sideboard,Geyser,1,2
Its getting steamy,Sideboard,Font of Life,2,3
Its getting steamy,Sideboard,Heat Ray,1,3
Its getting steamy,Sideboard,Rolling Boulder,1,4
Its getting steamy,Sideboard,Mask of Mayhem,1,4
Its getting steamy,Sideboard,Poison Nova,1,
League Blitz,Avatar,Pathfinder,1,
League Blitz,Artifact,Mix Terra,2,1
League Blitz,Artifact,Chains of Prometheus,1,4
League Blitz,Minion,Bosk Troll,3,2
League Blitz,Minion,Cloud Spirit,3,2
League Blitz,Minion,Grim Reaper,1,2
League Blitz,Minion,Autumn Unicorn,3,3
League Blitz,Minion,Root Spider,3,3
League Blitz,Minion,Headless Haunt,3,3
League Blitz,Minion,Moon Clan Werewolf,3,3
League Blitz,Minion,House Arn Bannerman,3,4
League Blitz,Minion,King of the Realm,1,7
League Blitz,Site,Dark Tower,1,
League Blitz,Site,Gothic Tower,1,
League Blitz,Site,Holy Ground,1,
League Blitz,Site,Humble Village,1,
League Blitz,Site,Kingdom of Agartha,1,
League Blitz,Site,Lone Tower,1,
League Blitz,Site,Observatory,1,
League Blitz,Site,Pillar of Zeiros,1,
League Blitz,Site,Rustic Village,1,
League Blitz,Site,Secret Tunnel,1,
League Blitz,Site,Simple Village,1,
League Blitz,Site,Mirror Realm,1,
League Blitz,Site,Gnome Hollows,1,
League Blitz,Site,Windmill,1,
League Blitz,Site,Bedrock,1,
League Blitz,Site,Watchtower,1,
League Blitz,Site,Free City,1,
League Blitz,Site,Cloud City,1,
League Blitz,Site,Crossroads,1,
League Blitz,Site,Great Wall,1,
League Blitz,Magic,Blink,4,2
League Blitz,Magic,Common Sense,2,2
League Blitz,Magic,Disenchant,1,2
League Blitz,Magic,Dispel,1,2
League Blitz,Magic,Lightning Bolt,3,2
League Blitz,Magic,Border Militia,4,3
League Blitz,Magic,Grapple Shot,3,3
League Blitz,Aura,Crusade,1,2
League Blitz,Sideboard,Bury,2,3
League Blitz,Sideboard,Pudge Butcher,2,4
League Blitz,Sideboard,Earthquake,2,5
League Blitz,Sideboard,Daperyll Vampire,2,5
League Blitz,Sideboard,Nightmare,2,7
Wondering River,Avatar,Pathfinder,1,
Wondering River,Artifact,Mix Aqua,2,1
Wondering River,Minion,Porcupine Pufferfish,2,1
Wondering River,Minion,Grim Reaper,1,2
Wondering River,Minion,Tufted Turtles,4,3
Wondering River,Minion,Apprentice Wizard,3,3
Wondering River,Minion,Captain Baldassare,1,4
Wondering River,Minion,Skirmishers of Mu,2,4
Wondering River,Minion,Daperyll Vampire,3,5
Wondering River,Minion,Giant Shark,3,5
Wondering River,Minion,Great Old One,1,8
Wondering River,Site,Autumn River,1,
Wondering River,Site,Dark Tower,1,
Wondering River,Site,Floodplain,1,
Wondering River,Site,Gothic Tower,1,
Wondering River,Site,Island Leviathan,1,
Wondering River,Site,Lighthouse,1,
Wondering River,Site,Lone Tower,1,
Wondering River,Site,Maelstrom,1,
Wondering River,Site,Observatory,1,
Wondering River,Site,Spring River,1,
Wondering River,Site,Summer River,1,
Wondering River,Site,Tadpole Pool,1,
Wondering River,Site,Watchtower,1,
Wondering River,Site,Updraft Ridge,1,
Wondering River,Site,Undertow,1,
Wondering River,Site,Cloud City,1,
Wondering River,Site,Mountain Pass,1,
Wondering River,Site,Dome of Osiros,1,
Wondering River,Site,Mirror Realm,1,
Wondering River,Site,Free City,1,
Wondering River,Magic,Shrink,2,1
Wondering River,Magic,Riptide,1,2
Wondering River,Magic,Blink,3,2
Wondering River,Magic,Lightning Bolt,2,2
Wondering River,Magic,Disenchant,2,2
Wondering River,Magic,Font of Life,2,3
Wondering River,Magic,Grapple Shot,2,3
Wondering River,Magic,Drown,1,3
Wondering River,Magic,Wrath of the Sea,1,7
Wondering River,Aura,Flood,1,4
Wondering River,Aura,Atlantean Fate,1,5
Wondering River,Sideboard,Spectral Stalker,4,2
Wondering River,Sideboard,Accursed Albatross,3,3
Wondering River,Sideboard,Fey Changeling,2,3
Wondering River,Sideboard,Font of Life,1,3
Instruments of Virtue,Avatar,Battlemage,1,
Instruments of Virtue,Artifact,Philosophers Stone,1,1
Instruments of Virtue,Artifact,Torshammar Trinket,3,1
Instruments of Virtue,Artifact,Crown of the Victor,1,3
Instruments of Virtue,Artifact,Screaming Skull,2,3
Instruments of Virtue,Artifact,Chains of Prometheus,2,4
Instruments of Virtue,Minion,Highland Princess,1,2
Instruments of Virtue,Minion,Cerberus in Chains,1,3
Instruments of Virtue,Site,Windmill,3,
Instruments of Virtue,Site,Steppe,3,
Instruments of Virtue,Site,The Colour Out of Space,1,
Instruments of Virtue,Site,Ruins,3,
Instruments of Virtue,Site,Rustic Village,1,
Instruments of Virtue,Site,Simple Village,1,
Instruments of Virtue,Site,Humble Village,1,
Instruments of Virtue,Site,Gothic Tower,1,
Instruments of Virtue,Site,Dark Tower,1,
Instruments of Virtue,Site,Lone Tower,1,
Instruments of Virtue,Site,Mirror Realm,1,
Instruments of Virtue,Site,River of Flame,1,
Instruments of Virtue,Site,Arid Desert,1,
Instruments of Virtue,Site,Red Desert,1,
Instruments of Virtue,Magic,Overpower,4,1
Instruments of Virtue,Magic,Common Sense,2,2
Instruments of Virtue,Magic,Blink,4,2
Instruments of Virtue,Magic,Firebolts,4,2
Instruments of Virtue,Magic,Grapple Shot,4,3
Instruments of Virtue,Magic,Leap Attack,3,4
Instruments of Virtue,Magic,Infiltrate,2,4
Instruments of Virtue,Magic,Poison Nova,3,5
Instruments of Virtue,Magic,Whirling Blades,3,5
Instruments of Virtue,Sideboard,Smokestacks of Gnaak,1,
Instruments of Virtue,Sideboard,Avatar of Earth,1,
Instruments of Virtue,Sideboard,Disenchant,2,2
Instruments of Virtue,Sideboard,Blasted Oak,1,3
Instruments of Virtue,Sideboard,Spin Attack,2,3
Instruments of Virtue,Sideboard,Flaming Sword,3,
Deathspeaker (qchap - Sorcery League 2023 Championship),Avatar,Deathspeaker,1,
Deathspeaker (qchap - Sorcery League 2023 Championship),Artifact,Philosophers Stone,1,1
Deathspeaker (qchap - Sorcery League 2023 Championship),Artifact,Amethyst Core,1,1
Deathspeaker (qchap - Sorcery League 2023 Championship),Artifact,Ruby Core,1,1
Deathspeaker (qchap - Sorcery League 2023 Championship),Artifact,Drums of Doom,1,5
Deathspeaker (qchap - Sorcery League 2023 Championship),Minion,Vile Imp,4,2
Deathspeaker (qchap - Sorcery League 2023 Championship),Minion,Highland Falconer,2,2
Deathspeaker (qchap - Sorcery League 2023 Championship),Minion,Sacred Scarabs,4,2
Deathspeaker (qchap - Sorcery League 2023 Championship),Minion,Highland Princess,1,2
Deathspeaker (qchap - Sorcery League 2023 Championship),Minion,Apprentice Wizard,4,3
Deathspeaker (qchap - Sorcery League 2023 Championship),Minion,Grandmaster Wizard,2,6
Deathspeaker (qchap - Sorcery League 2023 Championship),Minion,Nimbus Jinn,1,6
Deathspeaker (qchap - Sorcery League 2023 Championship),Minion,Death Dealer,1,7
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,Ruins,3,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,The Geistwood,1,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,Dark Tower,2,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,Lone Tower,2,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,Gothic Tower,2,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,River of Flame,1,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,Mirror Realm,1,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,Remote Desert,3,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,Observatory,2,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,Red Desert,2,
Deathspeaker (qchap - Sorcery League 2023 Championship),Site,Vesuvius,1,
Deathspeaker (qchap - Sorcery League 2023 Championship),Magic,Browse,1,1
Deathspeaker (qchap - Sorcery League 2023 Championship),Magic,Blink,2,2
Deathspeaker (qchap - Sorcery League 2023 Championship),Magic,Firebolts,2,2
Deathspeaker (qchap - Sorcery League 2023 Championship),Magic,Pact with the Devil,1,4
Deathspeaker (qchap - Sorcery League 2023 Championship),Magic,Infiltrate,2,4
Deathspeaker (qchap - Sorcery League 2023 Championship),Magic,Poison Nova,2,5
Deathspeaker (qchap - Sorcery League 2023 Championship),Magic,Major Explosion,2,7
Deathspeaker (qchap - Sorcery League 2023 Championship),Aura,Summoning Sphere,2,1
Deathspeaker (qchap - Sorcery League 2023 Championship),Aura,Thunderstorm,3,4
Deathspeaker (qchap - Sorcery League 2023 Championship),Sideboard,Disenchant,2,2
Deathspeaker (qchap - Sorcery League 2023 Championship),Sideboard,Windblast,1,2
Deathspeaker (qchap - Sorcery League 2023 Championship),Sideboard,Lightning Bolt,2,2
Deathspeaker (qchap - Sorcery League 2023 Championship),Sideboard,Askelon Phoenix,1,5
Deathspeaker (qchap - Sorcery League 2023 Championship),Sideboard,Daperyll Vampire,2,5
Deathspeaker (qchap - Sorcery League 2023 Championship),Sideboard,Panorama Manticore,2,5
WARPATH - TOURNEY,Avatar,Pathfinder,1,
WARPATH - TOURNEY,Artifact,Philosophers Stone,1,1
WARPATH - TOURNEY,Minion,Root Spider,3,3
WARPATH - TOURNEY,Minion,Quarrelsome Kobolds,3,3
WARPATH - TOURNEY,Minion,Slumbering Giantess,3,3
WARPATH - TOURNEY,Minion,Hillock Basilisk,3,4
WARPATH - TOURNEY,Minion,Petrosian Cavalry,4,4
WARPATH - TOURNEY,Minion,Pudge Butcher,3,4
WARPATH - TOURNEY,Minion,Askelon Phoenix,2,5
WARPATH - TOURNEY,Minion,Panorama Manticore,2,5
WARPATH - TOURNEY,Minion,Stone-gaze Gorgons,2,5
WARPATH - TOURNEY,Site,Steppe,1,
WARPATH - TOURNEY,Site,Aqueduct,1,
WARPATH - TOURNEY,Site,Oasis,1,
WARPATH - TOURNEY,Site,Ruins,1,
WARPATH - TOURNEY,Site,Bedrock,1,
WARPATH - TOURNEY,Site,Gnome Hollows,1,
WARPATH - TOURNEY,Site,Holy Ground,1,
WARPATH - TOURNEY,Site,Pillar of Zeiros,1,
WARPATH - TOURNEY,Site,Rift Valley,1,
WARPATH - TOURNEY,Site,Humble Village,1,
WARPATH - TOURNEY,Site,Simple Village,1,
WARPATH - TOURNEY,Site,Rustic Village,1,
WARPATH - TOURNEY,Site,River of Flame,1,
WARPATH - TOURNEY,Site,Shifting Sands,1,
WARPATH - TOURNEY,Site,Vesuvius,1,
WARPATH - TOURNEY,Site,Arid Desert,1,
WARPATH - TOURNEY,Site,Red Desert,1,
WARPATH - TOURNEY,Site,Remote Desert,1,
WARPATH - TOURNEY,Site,Crossroads,1,
WARPATH - TOURNEY,Site,Roots of Yggdrasil,1,
WARPATH - TOURNEY,Magic,Firebolts,3,2
WARPATH - TOURNEY,Magic,Scorched Earth,2,3
WARPATH - TOURNEY,Magic,Infiltrate,2,4
WARPATH - TOURNEY,Magic,Earthquake,2,5
WARPATH - TOURNEY,Magic,Major Explosion,2,7
WARPATH - TOURNEY,Magic,Craterize,2,8
WARPATH - TOURNEY,Aura,Entangle Terrain,2,4
WARPATH - TOURNEY,Sideboard,Vaults of Zul,1,
WARPATH - TOURNEY,Sideboard,Common Sense,3,2
WARPATH - TOURNEY,Sideboard,Dispel,1,2
WARPATH - TOURNEY,Sideboard,Bury,2,3
WARPATH - TOURNEY,Sideboard,Heat Ray,1,3
WARPATH - TOURNEY,Sideboard,Royal Bodyguard,2,4
PTG Voidwalk Battlemage,Avatar,Battlemage,1,
PTG Voidwalk Battlemage,Artifact,Amethyst Core,1,1
PTG Voidwalk Battlemage,Artifact,Torshammar Trinket,1,1
PTG Voidwalk Battlemage,Artifact,Truesight Crossbow,1,2
PTG Voidwalk Battlemage,Artifact,Screaming Skull,1,3
PTG Voidwalk Battlemage,Artifact,Crown of the Victor,1,3
PTG Voidwalk Battlemage,Artifact,Seven-League Boots,1,3
PTG Voidwalk Battlemage,Artifact,Flaming Sword,1,4
PTG Voidwalk Battlemage,Artifact,Rolling Boulder,1,4
PTG Voidwalk Battlemage,Minion,Men of Leng,4,2
PTG Voidwalk Battlemage,Minion,Palliburrie Bats,3,2
PTG Voidwalk Battlemage,Minion,Phase Assassin,3,3
PTG Voidwalk Battlemage,Minion,Haast Eagle,3,3
PTG Voidwalk Battlemage,Minion,Gyre Hippogriffs,2,4
PTG Voidwalk Battlemage,Site,Cloud City,1,
PTG Voidwalk Battlemage,Site,Dark Tower,4,
PTG Voidwalk Battlemage,Site,Lone Tower,4,
PTG Voidwalk Battlemage,Site,Gothic Tower,4,
PTG Voidwalk Battlemage,Site,Free City,3,
PTG Voidwalk Battlemage,Site,Mudflow,1,
PTG Voidwalk Battlemage,Site,Updraft Ridge,3,
PTG Voidwalk Battlemage,Magic,Chain Lightning,1,2
PTG Voidwalk Battlemage,Magic,Teleport,2,2
PTG Voidwalk Battlemage,Magic,Lightning Bolt,4,2
PTG Voidwalk Battlemage,Magic,Blink,4,2
PTG Voidwalk Battlemage,Magic,Grapple Shot,4,3
PTG Voidwalk Battlemage,Magic,Flanking Maneuver,1,3
PTG Voidwalk Battlemage,Magic,Whirling Blades,1,5
PTG Voidwalk Battlemage,Sideboard,Avatar of Air,1,
PTG Voidwalk Battlemage,Sideboard,Bottomless Pit,2,3
PTG Voidwalk Battlemage,Sideboard,Angels Egg,2,3
PTG Voidwalk Battlemage,Sideboard,Devils Egg,2,3
PTG Voidwalk Battlemage,Sideboard,Maddening Bells,2,4
PTG Voidwalk Battlemage,Sideboard,Chaos Twister,1,
V3.1 - Swing Hard - Fire/Earth,Avatar,Sorcerer,1,
V3.1 - Swing Hard - Fire/Earth,Artifact,Wings of Invention,3,2
V3.1 - Swing Hard - Fire/Earth,Artifact,Magellan Globe,1,2
V3.1 - Swing Hard - Fire/Earth,Artifact,Gilded Aegis,1,2
V3.1 - Swing Hard - Fire/Earth,Artifact,Screaming Skull,1,3
V3.1 - Swing Hard - Fire/Earth,Artifact,All-terrain Vestments,1,3
V3.1 - Swing Hard - Fire/Earth,Artifact,Mask of Mayhem,1,4
V3.1 - Swing Hard - Fire/Earth,Minion,Wills-o-the-Wisp,1,1
V3.1 - Swing Hard - Fire/Earth,Minion,Frontier Settlers,1,2
V3.1 - Swing Hard - Fire/Earth,Minion,Far East Assassin,1,2
V3.1 - Swing Hard - Fire/Earth,Minion,Wayfaring Pilgrim,2,2
V3.1 - Swing Hard - Fire/Earth,Minion,Autumn Unicorn,3,3
V3.1 - Swing Hard - Fire/Earth,Minion,Albespine Pikemen,3,3
V3.1 - Swing Hard - Fire/Earth,Minion,Tvinnax Berserker,3,4
V3.1 - Swing Hard - Fire/Earth,Minion,Petrosian Cavalry,3,4
V3.1 - Swing Hard - Fire/Earth,Site,Imperial Road,2,
V3.1 - Swing Hard - Fire/Earth,Site,Sinkhole,2,
V3.1 - Swing Hard - Fire/Earth,Site,Mirror Realm,1,
V3.1 - Swing Hard - Fire/Earth,Site,Kingdom of Agartha,1,
V3.1 - Swing Hard - Fire/Earth,Site,Steppe,3,
V3.1 - Swing Hard - Fire/Earth,Site,Mirage,2,
V3.1 - Swing Hard - Fire/Earth,Site,Rift Valley,1,
V3.1 - Swing Hard - Fire/Earth,Site,Vaults of Zul,1,
V3.1 - Swing Hard - Fire/Earth,Site,Primordial Spring,1,
V3.1 - Swing Hard - Fire/Earth,Site,Boneyard,1,
V3.1 - Swing Hard - Fire/Earth,Site,River of Flame,1,
V3.1 - Swing Hard - Fire/Earth,Site,Mudflow,2,
V3.1 - Swing Hard - Fire/Earth,Site,Dwarven Forge,1,
V3.1 - Swing Hard - Fire/Earth,Site,Quagmire,1,
V3.1 - Swing Hard - Fire/Earth,Magic,Call to War,2,2
V3.1 - Swing Hard - Fire/Earth,Magic,Critical Strike,1,2
V3.1 - Swing Hard - Fire/Earth,Magic,Mad Dash,1,2
V3.1 - Swing Hard - Fire/Earth,Magic,Unravel,2,2
V3.1 - Swing Hard - Fire/Earth,Magic,Dispel,1,2
V3.1 - Swing Hard - Fire/Earth,Magic,Common Sense,1,2
V3.1 - Swing Hard - Fire/Earth,Magic,Blaze,2,3
V3.1 - Swing Hard - Fire/Earth,Magic,Scorched Earth,1,3
V3.1 - Swing Hard - Fire/Earth,Magic,Heat Ray,3,3
V3.1 - Swing Hard - Fire/Earth,Aura,Jihad,1,2
V3.1 - Swing Hard - Fire/Earth,Sideboard,Seer,1,
V3.1 - Swing Hard - Fire/Earth,Sideboard,Wills-o-the-Wisp,1,1
V3.1 - Swing Hard - Fire/Earth,Sideboard,Scent Hounds,4,2
V3.1 - Swing Hard - Fire/Earth,Sideboard,Common Sense,2,2
V3.1 - Swing Hard - Fire/Earth,Sideboard,Earthquake,2,5
Pathfinder Air/Earth,Avatar,Pathfinder,1,
Pathfinder Air/Earth,Artifact,Amethyst Core,1,1
Pathfinder Air/Earth,Artifact,Onyx Core,1,1
Pathfinder Air/Earth,Artifact,Philosophers Stone,1,1
Pathfinder Air/Earth,Minion,Highland Princess,1,2
Pathfinder Air/Earth,Minion,Grim Reaper,1,2
Pathfinder Air/Earth,Minion,Bosk Troll,3,2
Pathfinder Air/Earth,Minion,Apprentice Wizard,3,3
Pathfinder Air/Earth,Minion,Root Spider,3,3
Pathfinder Air/Earth,Minion,Pudge Butcher,2,4
Pathfinder Air/Earth,Minion,Skirmishers of Mu,2,4
Pathfinder Air/Earth,Minion,Royal Bodyguard,2,4
Pathfinder Air/Earth,Minion,Queen of Midland,1,5
Pathfinder Air/Earth,Minion,Atlas Wanderers,1,5
Pathfinder Air/Earth,Minion,Stone-gaze Gorgons,1,5
Pathfinder Air/Earth,Minion,Grandmaster Wizard,1,6
Pathfinder Air/Earth,Minion,Wraetannis Titan,1,7
Pathfinder Air/Earth,Minion,Highland Clansmen,2,7
Pathfinder Air/Earth,Minion,Conqueror Worm,1,8
Pathfinder Air/Earth,Site,Cloud City,1,
Pathfinder Air/Earth,Site,Dark Tower,1,
Pathfinder Air/Earth,Site,Gothic Tower,1,
Pathfinder Air/Earth,Site,Lone Tower,1,
Pathfinder Air/Earth,Site,Windmill,1,
Pathfinder Air/Earth,Site,Holy Ground,1,
Pathfinder Air/Earth,Site,Pillar of Zeiros,1,
Pathfinder Air/Earth,Site,Observatory,1,
Pathfinder Air/Earth,Site,Humble Village,1,
Pathfinder Air/Earth,Site,Rustic Village,1,
Pathfinder Air/Earth,Site,Simple Village,1,
Pathfinder Air/Earth,Site,Rift Valley,1,
Pathfinder Air/Earth,Site,Mountain Pass,1,
Pathfinder Air/Earth,Site,Secret Tunnel,1,
Pathfinder Air/Earth,Site,Watchtower,1,
Pathfinder Air/Earth,Site,Vantage Hills,1,
Pathfinder Air/Earth,Site,Bedrock,1,
Pathfinder Air/Earth,Site,Gnome Hollows,1,
Pathfinder Air/Earth,Site,Mirror Realm,1,
Pathfinder Air/Earth,Site,Lighthouse,1,
Pathfinder Air/Earth,Magic,Blink,3,2
Pathfinder Air/Earth,Magic,Dispel,1,2
Pathfinder Air/Earth,Magic,Grapple Shot,2,3
Pathfinder Air/Earth,Magic,Unlikely Alliance,1,4
Pathfinder Air/Earth,Magic,Chaos Twister,2,4
Pathfinder Air/Earth,Magic,Gigantism,1,4
Pathfinder Air/Earth,Magic,Earthquake,2,5
Pathfinder Air/Earth,Sideboard,Sinkhole,1,
Pathfinder Air/Earth,Sideboard,Divine Healing,3,1
Pathfinder Air/Earth,Sideboard,Angels Egg,2,3
Pathfinder Air/Earth,Sideboard,Shield Maidens,1,3
Pathfinder Air/Earth,Sideboard,Daperyll Vampire,3,
VoidFinder,Avatar,Pathfinder,1,
VoidFinder,Artifact,Kythera Mechanism,1,1
VoidFinder,Artifact,Mix Aer,2,1
VoidFinder,Artifact,Magellan Globe,2,2
VoidFinder,Minion,Vril Revenant,2,2
VoidFinder,Minion,Grim Reaper,1,2
VoidFinder,Minion,Highland Princess,1,2
VoidFinder,Minion,Headless Haunt,3,3
VoidFinder,Minion,Phase Assassin,2,3
VoidFinder,Minion,Hounds of Ondaros,2,5
VoidFinder,Minion,Daperyll Vampire,2,5
VoidFinder,Minion,Ghost Ship,2,6
VoidFinder,Minion,Grandmaster Wizard,2,6
VoidFinder,Minion,Sky Baron,2,6
VoidFinder,Minion,Ultimate Horror,1,8
VoidFinder,Minion,Lord of the Void,1,9
VoidFinder,Site,Cloud City,1,
VoidFinder,Site,Dark Tower,1,
VoidFinder,Site,Gothic Tower,1,
VoidFinder,Site,Lighthouse,1,
VoidFinder,Site,Lone Tower,1,
VoidFinder,Site,Mountain Pass,1,
VoidFinder,Site,Observatory,1,
VoidFinder,Site,Updraft Ridge,1,
VoidFinder,Site,Watchtower,1,
VoidFinder,Site,Ruins,1,
VoidFinder,Site,Windmill,1,
VoidFinder,Site,Autumn River,1,
VoidFinder,Site,Floodplain,1,
VoidFinder,Site,Spring River,1,
VoidFinder,Site,Summer River,1,
VoidFinder,Site,Winter River,1,
VoidFinder,Site,Astral Alcazar,1,
VoidFinder,Site,Crossroads,1,
VoidFinder,Site,Mirror Realm,1,
VoidFinder,Site,Dome of Osiros,1,
VoidFinder,Magic,Browse,1,1
VoidFinder,Magic,Blink,3,2
